materialSampleID,country,locality,principalInvestigator,collectorList,coordinateUncertaintyInMeters,minimumElevationInMeters,decimalLongitude,decimalLatitude,yearCollected,monthCollected,dayCollected,specificEpithet,genus,diseaseDetected,fatal,sampleType,diseaseTested,ZEscore,infraspecificEpithet
457,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
458,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
459,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
460,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
461,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,25.0005,alpina
462,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,136.6694,alpina
463,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
464,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
465,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
466,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,23302.1327,alpina
467,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
468,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
469,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
470,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
471,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
472,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,18.3337,alpina
473,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
474,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,76.6682,alpina
475,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
476,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
477,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10235.2047,alpina
478,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
479,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,108.3355,alpina
480,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1830.0366,alpina
481,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
482,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
483,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
484,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
485,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6498.4633,alpina
486,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
487,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
488,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,33.334,alpina
489,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2040.0408,alpina
490,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
491,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,18,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
492,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,18,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,18.3337,alpina
493,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,18,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,195.0039,alpina
494,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
495,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
496,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
497,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
498,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
499,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
500,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,17235.3447,alpina
501,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
502,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3095.0619,alpina
503,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
504,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
505,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,556.6778,alpina
506,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
507,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
508,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
509,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
510,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,75.0015,alpina
511,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
512,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,180.0036,alpina
513,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
514,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10083.535,alpina
515,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,420.0084,alpina
516,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
517,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
518,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,751.6817,alpina
519,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1243.3582,alpina
520,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
521,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
522,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
523,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4628.4259,alpina
524,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
525,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
526,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,106.6688,alpina
527,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
528,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
529,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
530,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
531,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2560.0512,alpina
532,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2068.3747,alpina
533,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,168.3367,alpina
534,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
535,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,791.6825,alpina
536,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
537,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4838.4301,alpina
538,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
539,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
540,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,12,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6120.1224,alpina
541,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,66.668,alpina
542,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,21.6671,alpina
543,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
544,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
545,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1261.6919,alpina
546,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
547,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,11,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,533.344,alpina
548,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,11,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,45895.9179,alpina
549,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,11,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1040.0208,alpina
550,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,11,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,33489.0031,alpina
551,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,11,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
552,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
553,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
554,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
555,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2151.7097,alpina
556,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4911.7649,alpina
557,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2855.0571,alpina
558,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,50.001,alpina
559,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3311.7329,alpina
560,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1246.6916,alpina
561,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
562,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
563,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1405.0281,alpina
564,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,11511.8969,alpina
565,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
566,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6413.4616,alpina
567,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8075.1615,alpina
568,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4935.0987,alpina
569,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,7851.8237,alpina
570,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
571,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
572,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1.6667,alpina
573,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4190.0838,alpina
574,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
575,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,56.6678,alpina
576,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1.6667,alpina
577,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3388.4011,alpina
578,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
579,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,146.6696,alpina
580,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,15.0003,alpina
581,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,40.0008,alpina
582,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,791.6825,alpina
583,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
584,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
585,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
586,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
587,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,26.6672,alpina
588,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1763.3686,alpina
589,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,17,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
590,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,11.6669,alpina
591,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
592,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
593,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
594,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,16,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1.6667,alpina
595,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
596,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
597,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5.0001,alpina
598,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,11,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,140.0028,alpina
599,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
600,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
601,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,17,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
602,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
603,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
604,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
605,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
606,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
607,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1.6667,alpina
