materialSampleID,country,locality,principalInvestigator,collectorList,coordinateUncertaintyInMeters,minimumElevationInMeters,decimalLongitude,decimalLatitude,yearCollected,monthCollected,dayCollected,specificEpithet,genus,diseaseDetected,fatal,sampleType,diseaseTested,ZEscore,infraspecificEpithet
150,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,823.3498,
151,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,3551.7377,
152,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,2188.3771,
153,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,2116.709,
154,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,3926.7452,
155,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,1448.3623,
156,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,4813.4296,
157,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,1650.033,
158,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,13068.5947,
159,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,3113.3956,
160,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,1210.0242,
161,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,3281.7323,
162,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,706.6808,
163,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,301.6727,
164,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,926.6852,
165,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,525.0105,
166,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,8661.8399,
167,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,4785.0957,
168,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,6838.4701,
169,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,611.6789,
170,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,1136.6894,
171,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,26,signifera,Crinia ,FALSE,FALSE,swabbing,Bd,0,
172,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,26,signifera,Crinia ,TRUE,FALSE,swabbing,Bd,113.3356,
173,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
174,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
175,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,101.6687,alpina
176,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4283.419,alpina
177,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13.3336,alpina
178,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,195.0039,alpina
179,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,500.01,alpina
180,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8450.169,alpina
181,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13.3336,alpina
182,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10.0002,alpina
183,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,40.0008,alpina
184,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
185,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,40.0008,alpina
186,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,21.6671,alpina
187,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
188,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,925.0185,alpina
189,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
190,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,353.3404,alpina
191,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
192,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
193,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
194,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,261.6719,alpina
195,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
196,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5998.4533,alpina
197,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
198,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
199,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,848.3503,alpina
200,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,268.3387,alpina
201,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
202,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
203,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
204,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
205,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
206,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,633.346,alpina
207,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
208,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
209,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
210,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,38089.0951,alpina
211,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
212,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
213,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
214,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
215,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
216,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
217,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
218,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
219,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
220,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
221,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
222,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,85493.3765,alpina
223,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,140.0028,alpina
224,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
225,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,175.0035,alpina
226,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1701.7007,alpina
227,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
228,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,21.6671,alpina
229,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
230,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
231,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
232,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
233,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
234,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
235,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
236,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,9286.8524,alpina
237,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
238,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
239,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
240,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,300.006,alpina
241,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
242,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,66678.0002,alpina
243,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
244,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1.6667,alpina
245,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
246,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
247,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
248,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,333.34,alpina
249,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
250,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
251,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
252,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1208.3575,alpina
253,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,556.6778,alpina
254,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2616.719,alpina
255,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10.0002,alpina
256,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
257,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,195.0039,alpina
258,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,91.6685,alpina
259,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13816.943,alpina
260,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
261,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
262,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2210.0442,alpina
263,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,296.6726,alpina
264,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
265,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
266,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,23.3338,alpina
267,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,18,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
268,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
269,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,390.0078,alpina
270,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1145.0229,alpina
271,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,12673.5868,alpina
272,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6170.1234,alpina
273,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,135.0027,alpina
274,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
275,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,361.6739,alpina
276,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,4,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
277,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,41.6675,alpina
278,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,40.0008,alpina
279,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
280,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,705.0141,alpina
281,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
282,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4241.7515,alpina
283,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
284,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,190.0038,alpina
285,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
286,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
287,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
288,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,26.6672,alpina
289,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,21,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,138.3361,alpina
290,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
291,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
292,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
293,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
294,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
295,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,19,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
296,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
297,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,33.334,alpina
298,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
299,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,11,24,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,75.0015,alpina
300,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
301,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
302,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,10,5,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,11.6669,alpina
303,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1519,148.48400,-36.35900,2013,9,25,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
